,Game Title,User Rating,Age Group Targeted,Price,Platform,Requires Special Device,Developer,Publisher,Release Year,Genre,Multiplayer,Game Length (Hours),Graphics Quality,Soundtrack Quality,Story Quality,User Review Text,Game Mode,Min Number of Players
34217,Grand Theft Auto V,23.1,Teens,22.15,PlayStation,No,Game Freak,Nintendo,2013,Sports,No,40.4,Low,Average,Good,"Solid game, but too many bugs.",Offline,2
34218,Pokémon Scarlet & Violet,22.6,Kids,27.51,Nintendo Switch,Yes,Bungie,Innersloth,2011,Simulation,No,33.5,High,Poor,Excellent,"Solid game, but too many bugs.",Offline,8
34219,Hitman 3,35.1,Kids,41.78,Xbox,Yes,Innersloth,Nintendo,2011,Simulation,No,53.9,High,Average,Good,"Great game, but the gameplay is amazing.",Offline,10
34220,Animal Crossing: New Horizons,27.3,Teens,38.87,Mobile,Yes,Epic Games,Innersloth,2019,Shooter,Yes,20.5,High,Average,Excellent,"Disappointing game, but the gameplay is amazing.",Online,8
34221,Hitman 3,45.4,Adults,59.68,Mobile,Yes,Nintendo,Capcom,2022,Fighting,No,55.4,Ultra,Excellent,Poor,"Great game, but too many bugs.",Online,8
34222,Bioshock Infinite,35.9,Teens,40.54,PC,Yes,EA Sports,Electronic Arts,2020,Sports,Yes,48.2,High,Average,Good,"Solid game, but too many bugs.",Offline,7
34223,Tomb Raider (2013),22.9,Teens,43.6,Xbox,Yes,Innersloth,Activision,2018,Party,No,8.9,Low,Excellent,Excellent,"Great game, but too many bugs.",Online,5
34224,Hitman 3,32.8,Teens,44.01,Xbox,No,Innersloth,Electronic Arts,2022,Puzzle,Yes,40.3,Low,Average,Poor,"Solid game, but the graphics could be better.",Offline,2
34225,Fall Guys,22.7,Kids,21.38,Nintendo Switch,No,CD Projekt Red,Electronic Arts,2018,Strategy,No,34.4,Medium,Average,Poor,"Amazing game, but the graphics could be better.",Online,5
34226,The Legend of Zelda: Breath of the Wild,31.0,Adults,32.49,Nintendo Switch,No,EA Sports,Innersloth,2014,Action,Yes,46.4,Medium,Average,Good,"Great game, but the graphics could be better.",Online,7
34227,Counter-Strike: Global Offensive,21.0,Adults,26.76,PC,Yes,Innersloth,Square Enix,2017,Action,No,29.2,High,Average,Average,"Amazing game, but too many bugs.",Offline,7
34228,Tomb Raider (2013),44.0,All Ages,56.32,PlayStation,No,EA Sports,Innersloth,2020,Shooter,No,52.3,Low,Excellent,Excellent,"Disappointing game, but too many bugs.",Offline,7
34229,Red Dead Redemption 2,13.8,Kids,22.2,PC,No,Innersloth,Electronic Arts,2021,Simulation,No,15.5,High,Average,Average,"Amazing game, but the gameplay is amazing.",Offline,1
34230,Animal Crossing: New Horizons,43.0,Teens,57.58,PlayStation,Yes,Capcom,Electronic Arts,2021,RPG,No,49.1,Medium,Average,Excellent,"Amazing game, but too many bugs.",Online,8
34231,League of Legends,44.4,Adults,52.2,PlayStation,Yes,EA Sports,Valve,2020,Strategy,No,57.1,Medium,Average,Good,"Disappointing game, but the gameplay is amazing.",Offline,2
34232,Sid Meier’s Civilization VI,27.7,Kids,27.53,PlayStation,No,EA Sports,Nintendo,2014,Shooter,No,44.5,High,Average,Good,"Solid game, but too many bugs.",Offline,1
34233,Call of Duty: Modern Warfare 2,41.7,Teens,59.1,Mobile,No,Game Freak,Activision,2017,Puzzle,No,42.7,Ultra,Poor,Good,"Amazing game, but the graphics could be better.",Online,10
34234,Counter-Strike: Global Offensive,19.0,Kids,28.1,PC,Yes,Game Freak,Nintendo,2018,Fighting,Yes,21.8,Ultra,Good,Poor,"Amazing game, but the graphics could be better.",Online,1
34235,Street Fighter V,25.9,Adults,32.77,Mobile,Yes,Nintendo,Nintendo,2014,Adventure,No,32.3,High,Average,Average,"Great game, but the graphics could be better.",Offline,5
34236,The Sims 4,28.8,Kids,56.0,Nintendo Switch,No,Nintendo,Activision,2014,Sports,No,8.0,Ultra,Poor,Good,"Disappointing game, but the gameplay is amazing.",Offline,2
34237,Half-Life: Alyx,18.9,Kids,22.28,PC,Yes,EA Sports,Valve,2011,Party,Yes,29.9,Medium,Excellent,Poor,"Amazing game, but the gameplay is amazing.",Online,1
34238,Counter-Strike: Global Offensive,32.6,Teens,45.32,PC,Yes,CD Projekt Red,Nintendo,2015,Party,Yes,29.0,High,Excellent,Good,"Solid game, but the gameplay is amazing.",Offline,10
34239,Kingdom Hearts III,23.7,Kids,39.48,PlayStation,Yes,CD Projekt Red,Electronic Arts,2016,Sports,Yes,14.4,High,Poor,Average,"Disappointing game, but the gameplay is amazing.",Online,6
34240,Red Dead Redemption 2,26.1,Teens,39.62,PlayStation,No,Bungie,Activision,2017,Fighting,Yes,24.3,Low,Good,Good,"Great game, but the graphics could be better.",Online,2
34241,Mario Kart 8 Deluxe,21.0,Adults,21.72,Nintendo Switch,No,Capcom,Epic Games,2012,Action,No,28.9,High,Excellent,Good,"Great game, but the graphics could be better.",Offline,7
34242,Super Mario Odyssey,24.7,Adults,28.45,Xbox,Yes,Epic Games,Square Enix,2013,Sports,No,30.8,Low,Average,Poor,"Great game, but the gameplay is amazing.",Online,5
34243,Ghost of Tsushima,31.8,All Ages,40.72,Xbox,Yes,Rockstar Games,Nintendo,2014,Strategy,Yes,43.1,Low,Good,Average,"Great game, but the graphics could be better.",Offline,2
34244,Cuphead,40.4,All Ages,53.93,PlayStation,No,Nintendo,Innersloth,2010,Fighting,Yes,47.5,High,Excellent,Average,"Great game, but the gameplay is amazing.",Offline,4
34245,FIFA 24,37.9,Kids,45.65,PC,No,Epic Games,Innersloth,2015,Action,No,54.1,Low,Good,Good,"Amazing game, but the graphics could be better.",Online,4
34246,Cuphead,19.8,Kids,30.29,PlayStation,No,Innersloth,Epic Games,2010,Shooter,No,13.0,Medium,Poor,Poor,"Solid game, but too many bugs.",Offline,7
34247,Tetris,32.8,All Ages,53.88,Nintendo Switch,No,Game Freak,Nintendo,2011,Action,No,15.4,Low,Good,Excellent,"Great game, but the graphics could be better.",Offline,4
34248,Bioshock Infinite,31.3,All Ages,37.03,Nintendo Switch,No,Nintendo,Capcom,2013,Adventure,No,48.6,High,Poor,Poor,"Disappointing game, but the gameplay is amazing.",Online,5
34249,Pokémon Scarlet & Violet,34.7,Adults,54.29,Xbox,Yes,Valve,Electronic Arts,2019,Action,No,28.1,Ultra,Poor,Excellent,"Solid game, but the graphics could be better.",Online,6
34250,FIFA 24,37.1,All Ages,55.35,Xbox,Yes,Game Freak,Take-Two Interactive,2010,Adventure,No,27.0,Low,Average,Poor,"Amazing game, but the graphics could be better.",Online,10
34251,Cuphead,25.6,All Ages,46.36,PC,Yes,Nintendo,Activision,2021,RPG,No,8.5,Ultra,Good,Poor,"Solid game, but the gameplay is amazing.",Online,10
34252,Rocket League,23.5,Teens,32.74,Nintendo Switch,No,Game Freak,Epic Games,2011,Shooter,No,23.9,Ultra,Poor,Excellent,"Solid game, but too many bugs.",Offline,5
34253,Portal 2,27.5,Adults,26.39,Xbox,No,Rockstar Games,Take-Two Interactive,2019,Simulation,No,51.4,Ultra,Excellent,Good,"Disappointing game, but too many bugs.",Online,2
34254,FIFA 24,21.7,Adults,21.83,PlayStation,Yes,Nintendo,Innersloth,2010,Adventure,Yes,32.8,Medium,Good,Average,"Disappointing game, but too many bugs.",Online,1
34255,Halo Infinite,25.9,Adults,28.7,PC,No,Innersloth,Square Enix,2017,Adventure,No,42.3,Ultra,Poor,Poor,"Great game, but the graphics could be better.",Offline,3
34256,Among Us,23.3,All Ages,20.86,Mobile,No,Bungie,Nintendo,2022,Sports,No,44.0,Low,Average,Good,"Solid game, but too many bugs.",Online,1
34257,Call of Duty: Modern Warfare 2,25.9,Kids,25.16,PlayStation,No,Rockstar Games,Activision,2010,Fighting,Yes,47.5,Medium,Average,Good,"Amazing game, but the gameplay is amazing.",Offline,8
34258,Fortnite,31.1,Teens,39.47,PlayStation,No,Nintendo,Innersloth,2023,Puzzle,No,36.4,High,Good,Good,"Disappointing game, but the gameplay is amazing.",Offline,7
34259,Kingdom Hearts III,17.6,Adults,31.33,Xbox,Yes,Valve,Innersloth,2020,Action,Yes,11.0,Ultra,Good,Excellent,"Disappointing game, but the gameplay is amazing.",Online,7
34260,The Witcher 3: Wild Hunt,42.9,Kids,54.63,Mobile,Yes,EA Sports,Capcom,2014,Strategy,No,53.4,Medium,Excellent,Average,"Solid game, but the gameplay is amazing.",Offline,5
34261,Rocket League,31.1,All Ages,36.05,Mobile,Yes,EA Sports,Epic Games,2013,Adventure,Yes,44.9,Medium,Excellent,Good,"Solid game, but too many bugs.",Online,1
34262,Among Us,33.7,All Ages,54.81,PlayStation,No,Epic Games,Activision,2019,Fighting,Yes,17.5,Medium,Poor,Average,"Amazing game, but the gameplay is amazing.",Offline,5
34263,FIFA 24,13.6,All Ages,21.43,Nintendo Switch,Yes,Nintendo,Valve,2021,Party,Yes,12.9,Medium,Poor,Good,"Amazing game, but the gameplay is amazing.",Offline,3
34264,Half-Life: Alyx,37.6,Teens,38.67,PlayStation,No,Bungie,Square Enix,2015,RPG,No,55.2,High,Poor,Poor,"Solid game, but too many bugs.",Offline,6
34265,Grand Theft Auto V,22.5,Adults,22.14,Nintendo Switch,Yes,CD Projekt Red,Innersloth,2020,Simulation,Yes,38.5,Low,Poor,Good,"Great game, but the graphics could be better.",Online,3
34266,Stardew Valley,37.0,Teens,51.37,Xbox,No,Rockstar Games,Valve,2020,Party,Yes,34.3,High,Excellent,Excellent,"Solid game, but the graphics could be better.",Online,5
34267,Half-Life: Alyx,21.6,All Ages,32.36,PC,No,Epic Games,Square Enix,2023,Shooter,No,24.2,Ultra,Poor,Poor,"Amazing game, but too many bugs.",Offline,8
34268,Hitman 3,34.7,Kids,50.49,Xbox,No,Bungie,Epic Games,2016,Action,Yes,29.7,Ultra,Excellent,Excellent,"Amazing game, but too many bugs.",Online,8
34269,Mario Kart 8 Deluxe,40.5,Adults,44.87,PlayStation,No,Nintendo,Take-Two Interactive,2011,Puzzle,Yes,57.2,Ultra,Excellent,Poor,"Great game, but the graphics could be better.",Offline,4
34270,League of Legends,39.8,Teens,59.35,Xbox,Yes,EA Sports,Epic Games,2017,Party,Yes,38.5,Medium,Excellent,Poor,"Great game, but the gameplay is amazing.",Offline,2
34271,FIFA 24,16.6,Adults,26.68,Nintendo Switch,Yes,Epic Games,Epic Games,2014,Shooter,Yes,16.3,Medium,Average,Excellent,"Disappointing game, but the graphics could be better.",Online,3
34272,Stardew Valley,36.7,Adults,54.42,Xbox,No,Game Freak,Electronic Arts,2010,Adventure,No,25.9,Low,Excellent,Average,"Great game, but the graphics could be better.",Online,5
34273,Pillars of Eternity II: Deadfire,24.1,Teens,32.79,Mobile,No,Innersloth,Capcom,2016,Shooter,No,20.1,Medium,Excellent,Excellent,"Disappointing game, but the gameplay is amazing.",Offline,1
34274,Fortnite,36.7,Kids,40.61,PlayStation,No,Rockstar Games,Innersloth,2022,Action,No,59.6,Low,Good,Poor,"Solid game, but the gameplay is amazing.",Online,2
34275,Tekken 7,37.0,All Ages,46.69,Nintendo Switch,Yes,Rockstar Games,Nintendo,2012,Action,No,50.1,Ultra,Excellent,Good,"Great game, but the gameplay is amazing.",Offline,5
34276,Tomb Raider (2013),24.4,All Ages,26.48,PlayStation,No,Game Freak,Take-Two Interactive,2017,Adventure,Yes,42.7,High,Poor,Average,"Solid game, but the gameplay is amazing.",Offline,8
34277,Bioshock Infinite,27.9,Teens,31.95,Mobile,Yes,Bungie,Square Enix,2020,Strategy,No,35.5,Low,Average,Good,"Disappointing game, but too many bugs.",Online,5
34278,FIFA 24,41.7,All Ages,53.88,Nintendo Switch,Yes,Innersloth,Valve,2015,Action,No,44.5,High,Average,Excellent,"Solid game, but too many bugs.",Online,8
34279,Fall Guys,13.4,Teens,24.31,Xbox,No,Game Freak,Epic Games,2011,RPG,Yes,7.7,Medium,Good,Excellent,"Great game, but the gameplay is amazing.",Offline,2
34280,Kingdom Hearts III,20.0,Teens,35.73,Nintendo Switch,Yes,Valve,Nintendo,2023,Shooter,No,5.2,Low,Good,Average,"Disappointing game, but the gameplay is amazing.",Offline,3
34281,The Elder Scrolls V: Skyrim,37.5,Teens,42.4,Nintendo Switch,No,Valve,Innersloth,2016,Simulation,Yes,58.5,High,Poor,Good,"Amazing game, but the gameplay is amazing.",Online,4
34282,Pokémon Scarlet & Violet,33.3,Adults,35.75,PC,No,Valve,Innersloth,2021,Sports,Yes,49.2,Low,Average,Good,"Amazing game, but too many bugs.",Offline,10
34283,Grand Theft Auto V,37.4,Adults,42.02,PlayStation,Yes,Rockstar Games,Activision,2010,Adventure,Yes,55.5,High,Poor,Excellent,"Disappointing game, but the gameplay is amazing.",Online,5
34284,Grand Theft Auto V,33.9,Kids,47.78,PlayStation,No,Rockstar Games,Capcom,2014,Sports,No,35.6,Ultra,Excellent,Excellent,"Solid game, but the graphics could be better.",Online,2
34285,The Witcher 3: Wild Hunt,31.6,Teens,31.67,Mobile,Yes,Rockstar Games,Square Enix,2022,Party,No,47.6,Medium,Excellent,Good,"Great game, but the gameplay is amazing.",Online,2
34286,Animal Crossing: New Horizons,37.6,Teens,39.37,PC,Yes,Game Freak,Valve,2014,Sports,Yes,57.6,Medium,Poor,Poor,"Great game, but the graphics could be better.",Offline,7
34287,Pokémon Scarlet & Violet,33.3,Kids,59.53,Xbox,No,Innersloth,Epic Games,2016,RPG,Yes,16.4,Medium,Average,Good,"Amazing game, but too many bugs.",Online,8
34288,Hades,25.4,Teens,20.48,Nintendo Switch,No,CD Projekt Red,Activision,2010,Puzzle,No,44.2,Low,Good,Excellent,"Disappointing game, but the graphics could be better.",Online,10
34289,Just Dance 2024,23.9,Teens,40.12,Mobile,Yes,Capcom,Nintendo,2020,Shooter,Yes,15.7,High,Excellent,Good,"Amazing game, but the graphics could be better.",Online,1
34290,The Witcher 3: Wild Hunt,29.5,All Ages,48.27,Mobile,No,Capcom,Valve,2020,Sports,No,22.8,Ultra,Excellent,Average,"Amazing game, but the gameplay is amazing.",Online,4
34291,Counter-Strike: Global Offensive,39.6,Teens,58.2,Nintendo Switch,No,Capcom,Innersloth,2017,Adventure,Yes,34.2,Low,Good,Average,"Great game, but the graphics could be better.",Online,8
34292,Kingdom Hearts III,29.5,Kids,32.5,PlayStation,No,EA Sports,Electronic Arts,2015,Puzzle,Yes,38.7,Ultra,Average,Average,"Solid game, but too many bugs.",Online,1
34293,Rocket League,27.3,Adults,35.69,Nintendo Switch,Yes,Bungie,Square Enix,2012,Strategy,Yes,30.3,Medium,Poor,Excellent,"Disappointing game, but the gameplay is amazing.",Offline,6
34294,Street Fighter V,21.4,Adults,26.11,Mobile,Yes,Innersloth,Take-Two Interactive,2015,Strategy,No,23.9,Ultra,Good,Good,"Amazing game, but too many bugs.",Offline,1
34295,Pillars of Eternity II: Deadfire,32.0,Kids,30.94,Mobile,No,Capcom,Valve,2023,Action,No,50.4,Medium,Good,Poor,"Amazing game, but the gameplay is amazing.",Offline,4
34296,Tekken 7,26.9,Kids,41.72,Mobile,No,Nintendo,Nintendo,2014,Strategy,Yes,19.1,Ultra,Good,Good,"Solid game, but the gameplay is amazing.",Online,2
34297,Sid Meier’s Civilization VI,32.4,Adults,50.09,PlayStation,Yes,Game Freak,Valve,2011,Strategy,Yes,30.2,High,Good,Poor,"Amazing game, but the gameplay is amazing.",Online,6
34298,Call of Duty: Modern Warfare 2,36.3,Kids,41.62,Mobile,No,EA Sports,Capcom,2014,Adventure,No,53.9,High,Average,Excellent,"Solid game, but the gameplay is amazing.",Online,2
34299,Fortnite,23.9,Kids,40.73,PC,Yes,Innersloth,Electronic Arts,2016,Fighting,Yes,13.3,Ultra,Average,Good,"Great game, but the graphics could be better.",Online,5
34300,The Witcher 3: Wild Hunt,28.7,Teens,43.32,PlayStation,No,Innersloth,Activision,2022,Puzzle,Yes,30.0,Medium,Excellent,Average,"Solid game, but the graphics could be better.",Offline,7
34301,Rocket League,32.9,Adults,50.26,PC,No,Rockstar Games,Epic Games,2010,Puzzle,No,22.5,Medium,Poor,Average,"Great game, but too many bugs.",Online,8
34302,Halo Infinite,30.2,Teens,45.72,PlayStation,Yes,Epic Games,Take-Two Interactive,2016,RPG,No,20.3,High,Excellent,Excellent,"Disappointing game, but too many bugs.",Offline,10
34303,Cuphead,23.1,Kids,37.3,PC,No,Bungie,Innersloth,2017,Strategy,Yes,14.2,Medium,Poor,Excellent,"Disappointing game, but too many bugs.",Online,1
34304,1000-Piece Puzzle,24.6,Kids,47.83,PlayStation,Yes,CD Projekt Red,Electronic Arts,2014,Party,Yes,5.5,Medium,Poor,Poor,"Amazing game, but the gameplay is amazing.",Online,3
34305,Tetris,25.6,Kids,31.52,PlayStation,No,Bungie,Square Enix,2015,Shooter,Yes,28.0,Low,Excellent,Good,"Amazing game, but the graphics could be better.",Online,10
34306,Super Mario Odyssey,34.3,All Ages,38.81,Xbox,No,Capcom,Activision,2017,Adventure,No,55.1,Medium,Good,Average,"Great game, but too many bugs.",Online,8
34307,FIFA 24,26.6,Adults,34.64,Xbox,Yes,Nintendo,Epic Games,2013,Fighting,Yes,33.0,Low,Average,Poor,"Disappointing game, but too many bugs.",Offline,8
34308,Mario Kart 8 Deluxe,32.4,All Ages,34.86,Xbox,No,CD Projekt Red,Capcom,2012,Shooter,Yes,45.0,Low,Average,Excellent,"Amazing game, but too many bugs.",Online,3
34309,The Legend of Zelda: Breath of the Wild,30.1,All Ages,40.4,PlayStation,Yes,Nintendo,Electronic Arts,2016,Party,Yes,37.3,Low,Average,Average,"Amazing game, but the graphics could be better.",Online,6
34310,Ghost of Tsushima,21.1,All Ages,37.48,PC,Yes,CD Projekt Red,Capcom,2022,Sports,Yes,12.2,High,Average,Excellent,"Great game, but too many bugs.",Offline,10
34311,Hades,42.8,All Ages,57.61,Mobile,No,Bungie,Square Enix,2020,Shooter,Yes,43.1,Low,Poor,Average,"Disappointing game, but the graphics could be better.",Offline,1
34312,Overwatch 2,31.2,All Ages,27.14,Nintendo Switch,Yes,Capcom,Epic Games,2014,Simulation,Yes,54.6,High,Good,Excellent,"Amazing game, but too many bugs.",Offline,4
34313,Stardew Valley,25.6,Teens,42.54,Xbox,No,Innersloth,Square Enix,2011,Shooter,Yes,19.9,Low,Average,Average,"Disappointing game, but too many bugs.",Offline,4
34314,Call of Duty: Modern Warfare 2,40.8,All Ages,46.7,Nintendo Switch,Yes,Capcom,Innersloth,2021,Action,Yes,53.0,Low,Good,Average,"Disappointing game, but the gameplay is amazing.",Online,1
34315,Tetris,13.7,Teens,23.85,PC,Yes,Nintendo,Take-Two Interactive,2019,Shooter,No,10.8,Low,Poor,Good,"Disappointing game, but the graphics could be better.",Offline,4
34316,Pillars of Eternity II: Deadfire,25.1,Kids,44.5,PlayStation,No,Capcom,Activision,2023,Puzzle,No,14.1,High,Excellent,Poor,"Disappointing game, but too many bugs.",Online,8
34317,Spelunky 2,25.5,All Ages,20.93,Mobile,No,Capcom,Activision,2022,Adventure,No,45.4,Ultra,Good,Good,"Disappointing game, but too many bugs.",Online,4
34318,Pokémon Scarlet & Violet,36.6,Teens,43.76,PC,No,Game Freak,Nintendo,2020,Simulation,No,43.3,Low,Poor,Average,"Solid game, but the gameplay is amazing.",Online,1
34319,The Elder Scrolls V: Skyrim,26.9,All Ages,44.7,PC,Yes,Valve,Nintendo,2021,Sports,Yes,13.6,Ultra,Excellent,Average,"Great game, but the graphics could be better.",Online,8
34320,Mario Kart 8 Deluxe,28.8,Kids,31.35,Xbox,Yes,Nintendo,Nintendo,2019,RPG,Yes,48.6,Ultra,Excellent,Good,"Solid game, but the graphics could be better.",Offline,7
34321,Street Fighter V,31.0,Kids,58.18,Mobile,No,Epic Games,Square Enix,2018,Strategy,Yes,9.1,Ultra,Excellent,Average,"Amazing game, but the graphics could be better.",Online,5
34322,Super Smash Bros. Ultimate,32.6,Teens,57.07,PC,No,Capcom,Electronic Arts,2020,Sports,No,12.0,Ultra,Average,Poor,"Disappointing game, but too many bugs.",Offline,5
34323,Fortnite,35.7,Teens,57.82,Nintendo Switch,No,Valve,Valve,2019,Fighting,Yes,22.8,Ultra,Average,Good,"Amazing game, but too many bugs.",Offline,2
34324,Spelunky 2,18.3,Teens,21.42,Xbox,No,Innersloth,Take-Two Interactive,2018,Puzzle,Yes,23.9,Medium,Average,Poor,"Amazing game, but the gameplay is amazing.",Online,5
34325,Counter-Strike: Global Offensive,28.0,Kids,32.36,Xbox,No,Bungie,Activision,2014,Fighting,Yes,40.2,Low,Excellent,Average,"Solid game, but the graphics could be better.",Offline,1
34326,League of Legends,25.5,Teens,38.39,Mobile,Yes,Game Freak,Nintendo,2015,Strategy,No,24.1,Low,Average,Good,"Solid game, but the gameplay is amazing.",Online,6
34327,Tetris,15.8,Teens,20.31,Xbox,No,Game Freak,Innersloth,2022,Strategy,No,13.3,High,Poor,Excellent,"Disappointing game, but too many bugs.",Online,5
34328,Fall Guys,26.0,Teens,44.16,PC,Yes,Nintendo,Electronic Arts,2020,Adventure,Yes,19.0,Ultra,Average,Average,"Great game, but the graphics could be better.",Online,2
34329,Call of Duty: Modern Warfare 2,26.2,Teens,41.18,Xbox,No,Capcom,Epic Games,2012,Simulation,No,18.6,Low,Average,Average,"Great game, but the graphics could be better.",Offline,6
34330,Super Mario Odyssey,26.8,Kids,25.2,Nintendo Switch,No,Bungie,Innersloth,2010,Sports,No,50.7,Low,Poor,Average,"Great game, but the gameplay is amazing.",Offline,3
34331,Overwatch 2,35.7,Adults,40.52,Nintendo Switch,Yes,Valve,Activision,2020,Sports,No,49.1,Ultra,Excellent,Average,"Disappointing game, but the gameplay is amazing.",Offline,7
34332,Pokémon Scarlet & Violet,32.0,All Ages,39.99,Mobile,No,Bungie,Electronic Arts,2011,Sports,Yes,44.5,Low,Good,Average,"Disappointing game, but too many bugs.",Offline,8
34333,The Elder Scrolls V: Skyrim,24.7,Adults,39.51,PlayStation,Yes,Capcom,Innersloth,2021,Strategy,Yes,21.7,Medium,Poor,Excellent,"Great game, but the gameplay is amazing.",Offline,2
34334,Tetris,24.6,All Ages,27.13,PlayStation,Yes,Capcom,Square Enix,2012,Action,No,31.8,Ultra,Poor,Average,"Disappointing game, but the graphics could be better.",Online,5
34335,Super Mario Odyssey,25.5,Adults,23.16,Mobile,Yes,Bungie,Electronic Arts,2013,RPG,No,46.7,Ultra,Average,Poor,"Amazing game, but too many bugs.",Online,10
34336,The Sims 4,38.9,All Ages,42.25,Mobile,No,Innersloth,Square Enix,2014,RPG,No,55.9,Medium,Average,Good,"Great game, but the gameplay is amazing.",Offline,10
34337,Super Mario Odyssey,34.5,Adults,51.07,Xbox,Yes,CD Projekt Red,Valve,2016,Action,No,29.2,Ultra,Good,Average,"Great game, but the gameplay is amazing.",Offline,6
34338,Counter-Strike: Global Offensive,31.7,Adults,39.49,PlayStation,No,Valve,Valve,2015,Action,Yes,37.1,Low,Excellent,Average,"Great game, but too many bugs.",Offline,7
34339,Spelunky 2,37.3,Adults,57.19,PlayStation,Yes,Innersloth,Epic Games,2010,Shooter,Yes,26.1,Medium,Excellent,Poor,"Amazing game, but too many bugs.",Offline,3
34340,Among Us,25.4,Kids,25.29,PC,Yes,Rockstar Games,Square Enix,2015,Simulation,Yes,40.7,Ultra,Average,Average,"Disappointing game, but the gameplay is amazing.",Online,8
34341,The Witcher 3: Wild Hunt,31.1,Teens,40.53,PC,No,Bungie,Take-Two Interactive,2019,Party,No,31.8,Medium,Good,Excellent,"Solid game, but too many bugs.",Online,10
34342,Street Fighter V,28.1,Teens,36.39,Mobile,No,EA Sports,Activision,2015,Adventure,No,27.9,Low,Good,Poor,"Great game, but the gameplay is amazing.",Online,8
34343,Pillars of Eternity II: Deadfire,27.9,Adults,49.07,PlayStation,Yes,Bungie,Electronic Arts,2020,Puzzle,No,13.0,High,Average,Poor,"Amazing game, but too many bugs.",Offline,3
34344,Sid Meier’s Civilization VI,20.4,Kids,25.86,PlayStation,No,Innersloth,Nintendo,2023,Sports,No,20.3,Ultra,Excellent,Average,"Great game, but the gameplay is amazing.",Online,8
34345,Spelunky 2,35.1,Adults,46.06,PC,Yes,Capcom,Nintendo,2018,Simulation,Yes,45.0,High,Good,Average,"Solid game, but too many bugs.",Online,6
34346,Super Smash Bros. Ultimate,23.1,Kids,28.27,Nintendo Switch,Yes,Innersloth,Activision,2010,Adventure,Yes,23.8,Ultra,Good,Poor,"Great game, but too many bugs.",Offline,10
34347,Super Mario Odyssey,18.3,Kids,25.89,Xbox,No,EA Sports,Valve,2011,Shooter,Yes,23.9,Ultra,Poor,Excellent,"Great game, but too many bugs.",Online,6
34348,Street Fighter V,14.8,All Ages,23.25,Mobile,No,Innersloth,Epic Games,2010,Fighting,No,8.1,Low,Good,Good,"Solid game, but the graphics could be better.",Online,3
34349,Super Mario Odyssey,42.2,Adults,56.18,Nintendo Switch,Yes,EA Sports,Nintendo,2020,Strategy,Yes,51.3,Medium,Poor,Good,"Solid game, but the graphics could be better.",Offline,4
34350,Among Us,18.0,Teens,29.05,Mobile,No,EA Sports,Capcom,2011,RPG,Yes,9.6,High,Excellent,Excellent,"Disappointing game, but the gameplay is amazing.",Offline,3
34351,Stardew Valley,30.5,Adults,44.8,Xbox,Yes,Innersloth,Take-Two Interactive,2020,RPG,Yes,20.7,Low,Excellent,Good,"Solid game, but the graphics could be better.",Offline,2
34352,Half-Life: Alyx,39.8,Adults,46.34,PlayStation,Yes,CD Projekt Red,Activision,2014,Party,No,56.4,High,Poor,Excellent,"Disappointing game, but too many bugs.",Offline,1
34353,League of Legends,35.1,Teens,46.41,PlayStation,Yes,Capcom,Capcom,2017,Simulation,Yes,38.4,Ultra,Excellent,Excellent,"Amazing game, but the graphics could be better.",Online,1
34354,Super Smash Bros. Ultimate,27.3,Kids,22.87,Nintendo Switch,No,Epic Games,Innersloth,2010,Sports,Yes,59.1,Ultra,Excellent,Good,"Great game, but too many bugs.",Online,7
34355,The Witcher 3: Wild Hunt,44.6,Adults,59.49,Nintendo Switch,Yes,Capcom,Nintendo,2022,Shooter,Yes,44.7,Medium,Good,Excellent,"Great game, but too many bugs.",Online,8
34356,Super Smash Bros. Ultimate,35.1,Teens,57.42,Nintendo Switch,No,Rockstar Games,Capcom,2013,Sports,No,20.4,High,Average,Excellent,"Great game, but too many bugs.",Offline,4
34357,Animal Crossing: New Horizons,40.3,All Ages,57.5,Xbox,Yes,Innersloth,Epic Games,2011,Shooter,No,35.5,Ultra,Good,Poor,"Disappointing game, but too many bugs.",Offline,3
34358,Cuphead,30.8,All Ages,36.23,Mobile,No,Epic Games,Capcom,2016,Fighting,No,47.7,High,Average,Poor,"Amazing game, but the graphics could be better.",Offline,6
34359,Animal Crossing: New Horizons,16.2,Adults,26.4,Mobile,No,EA Sports,Innersloth,2022,Action,Yes,6.4,Ultra,Poor,Good,"Great game, but the gameplay is amazing.",Online,5
34360,Hitman 3,39.9,Kids,53.78,Nintendo Switch,Yes,Nintendo,Electronic Arts,2019,Puzzle,Yes,43.2,High,Poor,Good,"Disappointing game, but too many bugs.",Online,1
34361,1000-Piece Puzzle,47.4,All Ages,58.72,Mobile,No,CD Projekt Red,Epic Games,2013,Party,Yes,54.6,Medium,Average,Average,"Amazing game, but the graphics could be better.",Offline,2
34362,Hitman 3,32.7,Teens,42.5,Nintendo Switch,Yes,Epic Games,Activision,2010,RPG,Yes,33.6,Ultra,Excellent,Excellent,"Disappointing game, but the graphics could be better.",Online,3
34363,Tetris,42.5,All Ages,47.09,Xbox,No,Innersloth,Capcom,2018,Simulation,Yes,59.1,Low,Average,Poor,"Solid game, but the graphics could be better.",Offline,3
34364,Super Smash Bros. Ultimate,34.4,Teens,59.35,PlayStation,No,Nintendo,Capcom,2020,Adventure,No,9.5,Ultra,Average,Good,"Great game, but the graphics could be better.",Offline,1
